device,hum_01,hum_02,hygro_01,lux_01,published_at,temp_01,temp_02
SYS02_1,"[99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[3067, 3149, 3160, 3148, 3147, 3070, 3089, 3056, 3097, 3127]","[5.55429, 5.50766, 5.55429, 5.4922, 5.44608, 5.40035, 5.41555, 5.52316, 5.13392, 5.11951]",2023-04-27T22:45:03.463Z,"[20.4, 20.4, 20.4, 20.4, 20.4, 20.4, 20.4, 20.4, 20.4, 20.4]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[3086, 3040, 3044, 3073, 3109, 3114, 3180, 3190, 3192, 3174]","[4.47337, 4.51125, 4.48596, 4.48596, 4.52395, 4.70552, 4.78555, 4.89438, 4.85328, 4.99163]",2023-04-27T23:00:05.526Z,"[20.4, 20.4, 20.4, 20.4, 20.4, 20.4, 20.4, 20.4, 20.4, 20.4]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[3032, 3098, 3183, 3126, 3173, 3044, 3094, 3139, 3098, 3098]","[5.4922, 5.40035, 5.29513, 5.23593, 5.23593, 5.1774, 5.10514, 4.92197, 4.97762, 4.77212]",2023-04-27T23:15:04.177Z,"[20.2, 20.2, 20.2, 20.2, 20.2, 20.2, 20.2, 20.2, 20.2, 20.2]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[3130, 3124, 3128, 3099, 3150, 3051, 3070, 3068, 3136, 3105]","[5.66466, 4.44829, 5.32498, 5.4922, 5.43079, 5.22124, 5.1774, 5.28027, 5.09081, 4.88064]",2023-04-27T23:30:03.843Z,"[20.2, 20.2, 20.2, 20.2, 20.2, 20.2, 20.2, 20.2, 20.2, 20.2]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[199.8, 199.8, 199.8, 199.8, 199.8, 199.8, 199.8, 199.8, 199.8, 199.8]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3129, 3073, 3016, 3070, 3145, 3103, 3077, 3231, 3162, 3055]","[5.64876, 5.60133, 5.50766, 5.50766, 5.33997, 5.38519, 5.11951, 5.14837, 5.16286, 5.11951]",2023-04-27T23:45:03.869Z,"[40.3, 40.3, 40.3, 40.3, 40.3, 40.3, 40.3, 40.3, 40.3, 40.3]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[3102, 3151, 3182, 3168, 3108, 3105, 3099, 2962, 3113, 3101]","[5.69659, 5.69659, 5.6806, 5.761, 5.56993, 5.50766, 5.38519, 5.47678, 5.4922, 5.19197]",2023-04-28T00:00:03.532Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3089, 3116, 3079, 3079, 3145, 3060, 3063, 3106, 3123, 3041]","[5.23593, 5.14837, 5.09081, 5.07652, 5.00568, 4.96365, 4.85328, 4.81253, 4.83966, 4.73204]",2023-04-28T00:15:04.579Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3152, 3111, 3121, 3048, 3121, 3093, 3063, 3098, 3039, 3132]","[5.52316, 5.47678, 5.29513, 5.33997, 5.1774, 5.22124, 5.06227, 5.04807, 5.0339, 4.81253]",2023-04-28T00:30:04.246Z,"[19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3148, 3139, 3168, 3116, 3168, 2998, 3103, 3204, 3092, 3056]","[5.5387, 5.85898, 5.50766, 5.6806, 4.75872, 5.5387, 5.74483, 5.74483, 5.61709, 5.5387]",2023-04-28T00:45:03.276Z,"[19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3081, 3122, 2984, 3018, 3111, 3184, 3031, 3076, 3122, 3150]","[5.74483, 5.61709, 5.60133, 5.55429, 5.32498, 5.29513, 5.355, 5.25067, 5.25067, 5.09081]",2023-04-28T01:00:03.936Z,"[19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[2985, 3061, 3171, 3123, 3133, 3129, 3165, 3075, 3140, 3123]","[5.64876, 5.761, 5.69659, 5.80979, 5.55429, 5.61709, 5.1774, 5.50766, 5.43079, 5.28027]",2023-04-28T01:15:03.606Z,"[19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3175, 3201, 3072, 3021, 3201, 3028, 3139, 3170, 3177, 3132]","[5.87547, 6.026, 5.66466, 5.69659, 5.6806, 5.61709, 5.4922, 5.5387, 5.5387, 5.32498]",2023-04-28T01:30:03.650Z,"[19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3089, 3075, 3084, 3102, 3109, 3014, 3002, 3055, 3089, 3202]","[6.026, 5.85898, 5.87547, 5.79348, 5.6806, 5.47678, 5.38519, 5.63291, 5.43079, 5.355]",2023-04-28T01:45:03.687Z,"[19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3121, 3193, 3137, 3075, 3092, 3224, 3154, 3126, 3043, 3081]","[5.92523, 5.77722, 5.80979, 5.69659, 5.60133, 5.69659, 5.64876, 5.52316, 5.43079, 5.43079]",2023-04-28T02:00:03.727Z,"[19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3164, 3142, 3033, 3013, 3068, 3019, 3110, 3134, 3134, 3092]","[5.41555, 5.19197, 5.4922, 5.52316, 5.61709, 5.69659, 5.761, 5.60133, 5.6806, 6.07703]",2023-04-28T02:15:02.770Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[93.5, 93.5, 93.5, 93.5, 93.5, 93.5, 93.5, 93.5, 93.5, 93.5]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3213, 3173, 3148, 3069, 3076, 3113, 3025, 3076, 3080, 3049]","[5.63291, 5.72871, 5.64876, 5.52316, 5.63291, 5.94191, 5.84254, 5.89201, 5.9754, 5.77722]",2023-04-28T02:30:06.990Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3230, 3019, 3028, 3194, 3101, 3147, 3076, 3034, 3137, 3223]","[5.87547, 5.9086, 5.80979, 5.71263, 5.69659, 5.72871, 5.55429, 5.60133, 5.55429, 5.41555]",2023-04-28T02:45:03.650Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3076, 3217, 2992, 3169, 3126, 3051, 2978, 3080, 3111, 2990]","[6.026, 5.9086, 5.9086, 5.71263, 5.761, 5.63291, 5.55429, 5.58561, 5.38519, 5.31004]",2023-04-28T03:00:03.689Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.4, 99.4, 99.4, 99.4, 99.4, 99.4, 99.4, 99.4, 99.4, 99.4]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3127, 3104, 3088, 3089, 2971, 3039, 3063, 3088, 3123, 3158]","[5.01977, 5.09081, 5.04807, 5.13392, 5.11951, 5.28027, 5.22124, 5.38519, 5.41555, 5.46141]",2023-04-28T03:15:06.001Z,"[20.7, 20.7, 20.7, 20.7, 20.7, 20.7, 20.7, 20.7, 20.7, 20.7]","[255, 255, 255, 255, 255, 255, 255, 255, 255, 255]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3021, 3058, 3020, 3064, 3053, 3132, 3117, 3114, 3008, 3106]","[5.99222, 5.82614, 4.85328, 5.66466, 5.761, 5.56993, 5.52316, 5.63291, 5.5387, 5.41555]",2023-04-28T03:30:03.669Z,"[19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3051, 3094, 3169, 3120, 3087, 3049, 3070, 3089, 3093, 3038]","[5.74483, 5.79348, 5.84254, 5.87547, 5.99222, 5.84254, 5.761, 5.84254, 5.69659, 5.64876]",2023-04-28T03:45:03.332Z,"[19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3045, 3000, 3127, 3096, 3050, 3115, 3098, 3063, 3130, 3058]","[5.52316, 5.55429, 5.50766, 5.37008, 5.355, 5.33997, 5.04807, 5.20658, 5.09081, 4.94971]",2023-04-28T04:00:04.377Z,"[19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9]","[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]"
SYS02_1,"[99.6, 99.6, 99.6, 99.6, 99.6, 99.6, 99.6, 99.6, 99.6, 99.6]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3105, 3041, 3171, 3130, 3163, 3149, 3031, 3133, 3202, 3068]","[5.60133, 5.64876, 5.60133, 5.71263, 5.79348, 5.92523, 5.82614, 5.87547, 5.87547, 5.80979]",2023-04-28T04:15:03.054Z,"[19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9, 99.9]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3096, 3134, 3114, 3114, 3134, 3161, 3048, 3115, 3076, 2961]","[6.026, 5.79348, 5.92523, 5.79348, 5.79348, 5.63291, 5.61709, 5.355, 4.24074, 5.47678]",2023-04-28T04:30:03.705Z,"[19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3073, 3160, 3020, 3122, 3064, 3123, 3178, 3080, 3134, 3066]","[5.89201, 5.89201, 5.92523, 5.94191, 5.85898, 5.95863, 5.77722, 5.761, 5.72871, 5.58561]",2023-04-28T04:45:03.356Z,"[19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3132, 3219, 3072, 3121, 3160, 3114, 3090, 3135, 3165, 3124]","[5.25067, 5.26545, 5.38519, 5.25067, 5.00568, 5.87547, 5.5387, 5.60133, 5.63291, 5.55429]",2023-04-28T05:00:06.396Z,"[19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3070, 3133, 3060, 3132, 3091, 3140, 3129, 3099, 3081, 3105]","[5.38519, 5.61709, 5.63291, 5.61709, 4.81253, 5.63291, 5.89201, 5.82614, 5.95863, 5.94191]",2023-04-28T05:15:03.612Z,"[19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7, 99.7]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3121, 3032, 3042, 3058, 3075, 3185, 3088, 3110, 3140, 3146]","[5.23593, 5.19197, 5.0339, 5.0339, 4.94971, 4.62683, 4.92197, 4.88064, 5.09081, 5.06227]",2023-04-28T05:30:05.939Z,"[19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9]","[42, 42, 42, 42, 42, 42, 42, 42, 42, 42]"
SYS02_1,"[99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3125, 3054, 3136, 3110, 3070, 3112, 3052, 3076, 3066, 3056]","[5.56993, 5.47678, 5.55429, 5.5387, 5.6806, 5.58561, 5.72871, 5.92523, 5.87547, 5.89201]",2023-04-28T05:45:03.591Z,"[19.6, 19.6, 19.6, 19.6, 19.6, 19.6, 19.6, 19.6, 19.6, 19.6]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8, 99.8]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3118, 3089, 3140, 3019, 3087, 3102, 3090, 3115, 3124, 3089]","[5.61709, 5.43079, 5.43079, 5.28027, 5.29513, 5.1774, 5.11951, 5.04807, 4.99163, 4.99163]",2023-04-28T06:00:05.252Z,"[19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7]","[42, 42, 42, 42, 42, 42, 42, 42, 42, 42]"
SYS02_1,"[99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3135, 3093, 3065, 3087, 3164, 3045, 3026, 3084, 3080, 3106]","[5.60133, 5.47678, 5.82614, 5.82614, 5.82614, 5.85898, 5.99222, 5.80979, 5.77722, 5.72871]",2023-04-28T06:15:03.916Z,"[19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5]","[96, 96, 96, 96, 96, 96, 96, 96, 96, 96]","[3172, 3063, 3101, 3069, 3055, 3100, 3165, 3093, 3034, 3123]","[5.46141, 5.4922, 5.5387, 5.60133, 5.72871, 5.6806, 5.85898, 5.80979, 5.74483, 5.74483]",2023-04-28T06:30:03.581Z,"[19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3060, 3133, 3123, 3091, 3048, 3098, 3036, 3054, 3009, 3113]","[5.47678, 5.63291, 5.60133, 5.60133, 5.33997, 5.9754, 5.85898, 5.85898, 5.9754, 5.89201]",2023-04-28T06:45:03.636Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5, 99.5]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3108, 3052, 3074, 3160, 3112, 3182, 3100, 3118, 3163, 3019]","[5.4922, 5.6806, 5.61709, 5.69659, 5.66466, 5.79348, 5.89201, 4.77212, 5.94191, 5.92523]",2023-04-28T07:00:03.696Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99, 99, 99, 99, 99, 99, 99, 99, 99, 99]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3066, 3136, 3128, 3114, 3064, 3089, 3049, 3118, 3030, 3110]","[5.44608, 5.61709, 5.50766, 5.66466, 5.63291, 5.85898, 5.92523, 5.99222, 5.95863, 5.99222]",2023-04-28T07:15:03.708Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.4, 99.4, 99.4, 99.4, 99.4, 99.4, 99.4, 99.4, 99.4, 99.4]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3093, 3076, 3073, 3162, 3124, 3127, 3134, 3056, 3135, 3055]","[4.94971, 5.64876, 5.66466, 5.74483, 5.80979, 5.85898, 5.95863, 5.9754, 5.9086, 5.94191]",2023-04-28T07:30:03.742Z,"[19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3078, 3115, 3141, 3109, 3123, 3079, 3115, 3116, 3094, 3109]","[5.07652, 4.99163, 5.14837, 4.97762, 5.11951, 4.70552, 5.1774, 5.355, 5.47678, 5.58561]",2023-04-28T07:45:02.784Z,"[20, 20, 20, 20, 20, 20, 20, 20, 20, 20]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3093, 3105, 3097, 2979, 3017, 3129, 3000, 3044, 3093, 3090]","[5.13392, 5.99222, 5.85898, 5.85898, 5.9086, 5.72871, 5.4922, 5.60133, 5.4922, 5.41555]",2023-04-28T08:00:04.457Z,"[19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9, 19.9]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3174, 3054, 3045, 3058, 3106, 3132, 3065, 3021, 3072, 3074]","[5.63291, 5.56993, 5.56993, 5.6806, 5.72871, 5.80979, 5.82614, 5.80979, 5.9086, 5.82614]",2023-04-28T08:15:07.659Z,"[39.7, 39.7, 39.7, 39.7, 39.7, 39.7, 39.7, 39.7, 39.7, 39.7]","[22, 22, 22, 22, 22, 22, 22, 22, 22, 22]"
SYS02_1,"[99.3, 99.3, 99.3, 99.3, 99.3, 99.3, 99.3, 99.3, 99.3, 99.3]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3161, 3163, 3171, 3037, 3126, 3098, 3069, 3054, 3044, 3060]","[5.40035, 5.41555, 5.43079, 5.55429, 5.5387, 5.64876, 5.64876, 5.80979, 5.82614, 5.79348]",2023-04-28T08:30:03.320Z,"[19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8, 19.8]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3051, 3088, 3060, 3076, 3141, 3145, 3130, 3105, 3073, 3137]","[5.77722, 5.61709, 5.79348, 5.71263, 5.84254, 5.9754, 6.00909, 5.82614, 5.79348, 5.74483]",2023-04-28T08:45:03.992Z,"[39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5, 39.5]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3125, 3145, 3150, 3169, 3171, 3099, 2922, 3170, 3073, 3017]","[5.52316, 5.33997, 4.70552, 5.69659, 5.74483, 5.84254, 5.89201, 5.9754, 5.82614, 6.04296]",2023-04-28T09:00:03.648Z,"[19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7, 19.7]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3076, 3106, 3098, 3074, 3110, 3103, 3045, 3132, 3048, 3164]","[5.71263, 5.4922, 5.60133, 5.61709, 5.69659, 5.72871, 5.72871, 5.92523, 5.761, 5.87547]",2023-04-28T09:15:03.699Z,"[19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3076, 3079, 3176, 3042, 3103, 3123, 3149, 3045, 3032, 3053]","[5.52316, 5.52316, 5.61709, 5.64876, 5.66466, 5.72871, 5.77722, 5.79348, 5.85898, 5.9086]",2023-04-28T09:30:03.735Z,"[19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5, 19.5]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[98.7, 98.7, 98.7, 98.7, 98.7, 98.7, 98.7, 98.7, 98.7, 98.7]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3105, 3117, 3055, 3102, 3052, 3194, 3150, 3101, 3045, 3019]","[4.93582, 4.94971, 5.00568, 5.04807, 5.14837, 5.19197, 5.29513, 5.29513, 5.26545, 5.56993]",2023-04-28T09:45:02.779Z,"[19.4, 19.4, 19.4, 19.4, 19.4, 19.4, 19.4, 19.4, 19.4, 19.4]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2, 99.2]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3219, 3132, 3069, 3158, 3157, 3118, 3098, 3106, 3113, 3112]","[4.43581, 5.33997, 5.38519, 5.58561, 5.63291, 5.64876, 5.66466, 5.72871, 5.77722, 5.89201]",2023-04-28T10:00:03.431Z,"[19.3, 19.3, 19.3, 19.3, 19.3, 19.3, 19.3, 19.3, 19.3, 19.3]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1, 99.1]","[127, 127, 127, 127, 127, 127, 127, 127, 127, 127]","[3135, 3127, 3079, 3038, 3115, 3099, 3089, 3123, 3064, 3034]","[5.50766, 5.58561, 5.60133, 5.58561, 5.55429, 5.79348, 5.82614, 5.89201, 5.9754, 5.84254]",2023-04-28T10:15:07.650Z,"[19.3, 19.3, 19.3, 19.3, 19.3, 19.3, 19.3, 19.3, 19.3, 19.3]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
SYS02_1,"[99.3, 99.3, 99.3, 99.3, 99.3, 99.3, 99.3, 99.3, 99.3, 99.3]","[97, 97, 97, 97, 97, 97, 97, 97, 97, 97]","[3118, 3058, 3037, 3145, 3091, 3046, 3133, 3234, 3126, 3136]","[5.44608, 5.31004, 5.40035, 5.47678, 5.46141, 5.56993, 5.60133, 5.66466, 5.6806, 6.00909]",2023-04-28T10:30:03.311Z,"[19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2, 19.2]","[21, 21, 21, 21, 21, 21, 21, 21, 21, 21]"
